2026-02-19 07:40:53 - src.config - INFO - Production configuration loaded successfully.
2026-02-19 07:40:53 - src.database.db_manager - INFO - Initializing connection pool on 127.0.0.1:5433...
2026-02-19 07:40:53 - src.database.db_manager - INFO - PostgreSQL connection pool established.
2026-02-19 07:40:53 - src.database.db_manager - INFO - Database schema verified/created.
2026-02-19 07:40:59 - src.config - INFO - Production configuration loaded successfully.
2026-02-19 07:40:59 - src.database.db_manager - INFO - Initializing connection pool on 127.0.0.1:5433...
2026-02-19 07:40:59 - src.database.db_manager - INFO - PostgreSQL connection pool established.
2026-02-19 07:40:59 - src.database.db_manager - INFO - Database schema verified/created.
2026-02-19 07:41:03 - src.producer.simulator - INFO - Kafka Producer initialized for topic: customer_heartbeats
2026-02-19 07:41:36 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 97 BPM
2026-02-19 07:41:36 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 84 BPM
2026-02-19 07:41:36 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 119 BPM
2026-02-19 07:41:36 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 95 BPM
2026-02-19 07:41:36 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 85 BPM
2026-02-19 07:41:36 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 95 BPM
2026-02-19 07:41:36 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 168 BPM
2026-02-19 07:41:36 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 68 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 81 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 142 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 90 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 119 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 61 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 99 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 61 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 97 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 99 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 128 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 185 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 114 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 137 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 95 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 95 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 117 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 66 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 62 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 96 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 177 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 66 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 65 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 119 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 139 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 74 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 90 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 101 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 82 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 78 BPM
2026-02-19 07:41:37 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 82 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 99 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 94 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 98 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 186 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 61 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 60 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 80 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 65 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 111 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 78 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 67 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 78 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 153 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 72 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 137 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 65 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 77 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 103 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 119 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 65 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 158 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 88 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 89 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 95 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 109 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 62 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 99 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 77 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 113 BPM
2026-02-19 07:41:38 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 73 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 68 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 83 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 120 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 91 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 100 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 74 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 91 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 74 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 97 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 72 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 99 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 85 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 83 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 90 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 69 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 116 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 60 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 96 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 90 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 73 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 139 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 75 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 82 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 92 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 91 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 89 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 109 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 96 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 94 BPM
2026-02-19 07:41:39 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 95 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 67 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 71 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 117 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 99 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 159 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 99 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 65 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 90 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 118 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 161 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 72 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 80 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 94 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 82 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 118 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 62 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 75 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 65 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 97 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 108 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 149 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 62 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 115 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 69 BPM
2026-02-19 07:41:40 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 93 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 73 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 134 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 70 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 105 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 61 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 123 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 81 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 144 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 92 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 72 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 70 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 61 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 82 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 74 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 81 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 84 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 76 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 66 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 119 BPM
2026-02-19 07:41:41 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 62 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 115 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 64 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 61 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 94 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 67 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 99 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 75 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 74 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 97 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 87 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 73 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 75 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 68 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 64 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 80 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 88 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 126 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 139 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 98 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 81 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 66 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 94 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 73 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 70 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 100 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 133 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 61 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 93 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 89 BPM
2026-02-19 07:41:42 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 97 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 96 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 150 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 61 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 67 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 75 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 132 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 67 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 90 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 109 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 87 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 116 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 79 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 63 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 99 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 74 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 77 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 97 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 84 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 71 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 74 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 127 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 65 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 80 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 82 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 66 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 100 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 132 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 87 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 92 BPM
2026-02-19 07:41:43 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 65 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 96 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 60 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 119 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 82 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 60 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 128 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 89 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 99 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 80 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 100 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 67 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 91 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 130 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 87 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 68 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 64 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 79 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 65 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 84 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 79 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 124 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 98 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 91 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 98 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 81 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 63 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 93 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 97 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 78 BPM
2026-02-19 07:41:44 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 98 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 97 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 99 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 101 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 71 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 75 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 95 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 68 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 98 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 99 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 71 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 127 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 105 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 92 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 66 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 115 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 67 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 94 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 78 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 82 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 62 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 99 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 87 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 84 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 76 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 62 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 169 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 125 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 98 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 93 BPM
2026-02-19 07:41:45 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 66 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 123 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 62 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 92 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 61 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 72 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 61 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 140 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 82 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 91 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 82 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 99 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 90 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 113 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 84 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 100 BPM
